split,frame,hand_slot,recovered_tool,containment,margin,img_h,img_w
test,07_1_0928,Left Hand Tool,Forceps,0.997,0.3623,1080,1920
test,07_1_0299,Left Hand Tool,Gauze,0.9982,0.4099,1080,1920
test,04_1_0714,Right Hand Tool,Gauze,0.9998,0.9475,1080,1920
test,07_1_1022,Left Hand Tool,Tweezers,1.0,0.9579,1080,1920
test,04_1_1638,Right Hand Tool,Needle Holders,0.984,0.984,1080,1920
test,07_1_1571,Right Hand Tool,Needle Holders,0.9692,0.9692,1080,1920
test,04_1_0935,Left Hand Tool,Forceps,0.9902,0.9902,1080,1920
test,04_1_1559,Left Hand Tool,Tweezers,0.995,0.995,1080,1920
test,04_1_1535,Left Hand Tool,Tweezers,0.9808,0.9808,1080,1920
test,07_1_0342,Left Hand Tool,Tweezers,0.9957,0.0348,1080,1920
test,07_1_1163,Right Hand Tool,Needle Holders,0.9922,0.9922,1080,1920
test,07_1_1293,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
test,04_1_0759,Two Hands Tool,Forceps,0.9827,0.9378,1080,1920
test,07_1_0561,Right Hand Tool,Bipolar Forceps,0.977,0.9168,1080,1920
test,07_1_1023,Right Hand Tool,Bipolar Forceps,0.9945,0.9743,1080,1920
test,07_1_0312,Right Hand Tool,Hook,0.9964,0.7404,1080,1920
test,04_1_0532,Two Hands Tool,Syringe,1.0,1.0,1080,1920
test,07_1_0517,Right Hand Tool,Scissors,0.9928,0.9928,1080,1920
test,04_1_1576,Right Hand Tool,Needle Holders,0.9814,0.9814,1080,1920
test,04_1_1542,Right Hand Tool,Needle Holders,0.9622,0.9457,1080,1920
test,04_1_1258,Left Hand Tool,Syringe,0.1676,0.1676,1080,1920
test,04_1_0588,Left Hand Tool,Gauze,0.9972,0.2705,1080,1920
test,07_1_1172,Left Hand Tool,Tweezers,0.9959,0.9959,1080,1920
test,04_1_0739,Left Hand Tool,Retractor,1.0,1.0,1080,1920
test,04_1_0818,Two Hands Tool,Forceps,1.0,1.0,1080,1920
test,07_1_0826,Right Hand Tool,Forceps,0.9732,0.0722,1080,1920
test,04_1_1203,Left Hand Tool,Retractor,0.9608,0.9445,1080,1920
test,04_1_0817,Right Hand Tool,Forceps,0.9628,0.9628,1080,1920
test,04_1_1578,Left Hand Tool,Tweezers,0.998,0.998,1080,1920
test,04_1_1378,Left Hand Tool,Tweezers,0.9957,0.9957,1080,1920
test,07_1_0999,Left Hand Tool,Tweezers,0.9714,0.9401,1080,1920
test,04_1_1608,Right Hand Tool,Needle Holders,0.9896,0.9896,1080,1920
test,04_1_0741,Right Hand Tool,Gauze,0.9884,0.9877,1080,1920
test,07_1_1435,Left Hand Tool,Tweezers,0.9931,0.9931,1080,1920
test,04_1_1548,Right Hand Tool,Needle Holders,0.9514,0.9227,1080,1920
test,04_1_1553,Left Hand Tool,Tweezers,0.9842,0.9842,1080,1920
test,07_1_0266,Right Hand Tool,Scalpel,0.9942,0.9353,1080,1920
test,07_1_1001,Left Hand Tool,Tweezers,1.0,0.9152,1080,1920
test,04_1_1410,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
test,04_1_0653,Two Hands Tool,Forceps,0.9608,0.9608,1080,1920
test,04_1_0894,Left Hand Tool,Retractor,0.916,0.916,1080,1920
test,04_1_1603,Right Hand Tool,Needle Holders,0.9949,0.9949,1080,1920
test,07_1_0353,Right Hand Tool,Scissors,0.9963,0.0,1080,1920
test,04_1_0811,Right Hand Tool,Forceps,1.0,1.0,1080,1920
test,07_1_0570,Left Hand Tool,Gauze,1.0,0.8652,1080,1920
test,05_2_0002,Right Hand Tool,Mouth Gag,0.5313,0.5313,1080,1920
test,07_1_0937,Left Hand Tool,Gauze,0.9997,0.5925,1080,1920
test,07_1_1411,Left Hand Tool,Tweezers,0.926,0.926,1080,1920
test,07_1_0741,Left Hand Tool,Tweezers,0.974,0.9291,1080,1920
test,07_1_0289,Right Hand Tool,Scalpel,1.0,1.0,1080,1920
test,07_1_1161,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
test,04_1_0683,Left Hand Tool,Forceps,0.9939,0.9939,1080,1920
test,07_1_0417,Right Hand Tool,Scissors,0.9979,0.5767,1080,1920
test,05_2_0196,Right Hand Tool,Tweezers,0.9989,0.9907,1080,1920
test,07_1_1347,Right Hand Tool,Gauze,0.9909,0.9909,1080,1920
test,04_1_0823,Right Hand Tool,Forceps,0.9997,0.9997,1080,1920
test,05_2_0218,Right Hand Tool,Tweezers,0.9984,0.5828,1080,1920
test,07_1_0466,Right Hand Tool,Scissors,1.0,1.0,1080,1920
test,07_1_0974,Left Hand Tool,Forceps,0.9664,0.953,1080,1920
test,04_1_0642,Left Hand Tool,Electric Cautery,1.0,1.0,1080,1920
test,07_1_0763,Right Hand Tool,Forceps,0.9959,0.9959,1080,1920
test,07_1_0702,Right Hand Tool,Gauze,0.9753,0.6584,1080,1920
test,07_1_0703,Left Hand Tool,Tweezers,0.9927,0.9927,1080,1920
test,07_1_0534,Left Hand Tool,Forceps,0.9996,0.8001,1080,1920
test,04_1_1518,Right Hand Tool,Needle Holders,0.9829,0.9829,1080,1920
test,04_1_0783,Left Hand Tool,Gauze,0.9687,0.9687,1080,1920
test,04_1_0833,Right Hand Tool,Forceps,1.0,1.0,1080,1920
test,04_1_0916,Two Hands Tool,Forceps,0.9097,0.8448,1080,1920
test,07_1_1293,Right Hand Tool,Needle Holders,0.9966,0.9966,1080,1920
test,04_1_0657,Right Hand Tool,Electric Cautery,0.9985,0.9985,1080,1920
test,04_1_1367,Right Hand Tool,Needle Holders,0.9939,0.6401,1080,1920
test,04_1_1521,Right Hand Tool,Needle Holders,0.9664,0.9664,1080,1920
test,04_1_0612,Right Hand Tool,Retractor,0.9407,0.9407,1080,1920
test,07_1_1578,Left Hand Tool,Forceps,0.1707,0.0672,1080,1920
test,07_1_0418,Left Hand Tool,Tweezers,0.9986,0.3546,1080,1920
test,07_1_1627,Right Hand Tool,Suction Cannula,0.9979,0.9979,1080,1920
test,07_1_1506,Right Hand Tool,Tweezers,0.1196,0.0945,1080,1920
test,04_1_1468,Right Hand Tool,Needle Holders,0.8711,0.8711,1080,1920
test,04_1_0563,Left Hand Tool,Gauze,0.9932,0.9932,1080,1920
test,04_1_1454,Right Hand Tool,Needle Holders,0.9894,0.9894,1080,1920
test,07_1_0701,Right Hand Tool,Scissors,0.9988,0.9671,1080,1920
test,07_1_1483,Right Hand Tool,Needle Holders,0.9675,0.9675,1080,1920
test,04_1_1009,Left Hand Tool,Forceps,0.9901,0.9889,1080,1920
test,07_1_0705,Right Hand Tool,Gauze,0.9816,0.7864,1080,1920
test,04_1_1435,Left Hand Tool,Tweezers,0.9735,0.9735,1080,1920
test,07_1_1383,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
test,07_1_0433,Right Hand Tool,Bipolar Forceps,0.997,0.9932,1080,1920
test,07_1_1624,Right Hand Tool,Suction Cannula,0.9801,0.9801,1080,1920
test,07_1_0692,Right Hand Tool,Gauze,0.9985,0.8566,1080,1920
test,04_1_0511,Two Hands Tool,Syringe,0.9739,0.9739,1080,1920
test,04_1_1290,Two Hands Tool,Gauze,0.0212,0.0212,1080,1920
test,07_1_1445,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
test,07_1_1159,Left Hand Tool,Tweezers,0.9917,0.9917,1080,1920
test,04_1_1011,Right Hand Tool,Electric Cautery,1.0,0.9994,1080,1920
test,04_1_0698,Right Hand Tool,Electric Cautery,0.999,0.999,1080,1920
test,04_1_1404,Left Hand Tool,Tweezers,0.9992,0.9992,1080,1920
test,04_1_1510,Left Hand Tool,Tweezers,0.9993,0.9993,1080,1920
test,04_1_0542,Two Hands Tool,Syringe,0.9976,0.9976,1080,1920
test,04_1_1052,Right Hand Tool,Forceps,0.8836,0.8836,1080,1920
test,07_1_1337,Right Hand Tool,Needle Holders,0.9979,0.9979,1080,1920
test,04_1_0613,Right Hand Tool,Retractor,1.0,1.0,1080,1920
test,07_1_1395,Right Hand Tool,Scissors,0.9822,0.9794,1080,1920
test,07_1_1549,Two Hands Tool,Tweezers,0.1866,0.0284,1080,1920
test,04_1_1398,Right Hand Tool,Needle Holders,0.9696,0.9696,1080,1920
test,07_1_1265,Right Hand Tool,Needle Holders,0.9919,0.9735,1080,1920
test,07_1_0364,Left Hand Tool,Gauze,0.9998,0.9413,1080,1920
test,07_1_0562,Left Hand Tool,Gauze,0.9747,0.9747,1080,1920
test,07_1_0864,Right Hand Tool,Tweezers,0.9937,0.9937,1080,1920
test,07_1_1635,Left Hand Tool,Forceps,0.8685,0.3248,1080,1920
test,04_1_0982,Two Hands Tool,Forceps,0.9302,0.9302,1080,1920
test,04_1_1592,Right Hand Tool,Needle Holders,0.9793,0.9778,1080,1920
test,07_1_1392,Right Hand Tool,Scissors,0.9997,0.9997,1080,1920
test,07_1_1043,Right Hand Tool,Bipolar Forceps,0.9987,0.4711,1080,1920
test,04_1_1377,Left Hand Tool,Tweezers,0.9788,0.9788,1080,1920
test,07_1_0467,Left Hand Tool,Gauze,0.9835,0.9835,1080,1920
test,07_1_1415,Right Hand Tool,Scissors,0.9771,0.9701,1080,1920
test,04_1_1465,Left Hand Tool,Tweezers,0.9635,0.9635,1080,1920
test,04_1_1636,Right Hand Tool,Needle Holders,0.9961,0.9961,1080,1920
test,07_1_0258,Two Hands Tool,Gauze,0.9998,0.9998,1080,1920
test,04_1_0573,Right Hand Tool,Scalpel,0.9979,0.9979,1080,1920
test,07_1_0861,Right Hand Tool,Needle Holders,0.9933,0.9933,1080,1920
test,07_1_0440,Left Hand Tool,Gauze,1.0,0.8334,1080,1920
test,07_1_0265,Right Hand Tool,Scalpel,0.9802,0.891,1080,1920
test,05_2_0064,Left Hand Tool,Mouth Gag,1.0,1.0,1080,1920
test,04_1_0745,Left Hand Tool,Retractor,0.9971,0.9971,1080,1920
test,04_1_0991,Two Hands Tool,Forceps,0.9891,0.9891,1080,1920
test,04_1_0600,Left Hand Tool,Retractor,0.9467,0.9467,1080,1920
test,07_1_1290,Left Hand Tool,Tweezers,0.995,0.995,1080,1920
test,04_1_1599,Right Hand Tool,Tweezers,0.9921,0.9921,1080,1920
test,05_2_0212,Right Hand Tool,Tweezers,0.9985,0.7094,1080,1920
test,07_1_0544,Left Hand Tool,Tweezers,0.9944,0.9944,1080,1920
test,04_1_0666,Right Hand Tool,Electric Cautery,0.9981,0.9981,1080,1920
test,07_1_0414,Left Hand Tool,Tweezers,0.9972,0.1367,1080,1920
test,04_1_1516,Left Hand Tool,Tweezers,0.9976,0.9976,1080,1920
test,04_1_0797,Left Hand Tool,Forceps,0.9555,0.9555,1080,1920
test,07_1_1337,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
test,07_1_0149,Left Hand Tool,Gauze,1.0,1.0,1080,1920
test,07_1_0683,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
test,07_1_1007,Right Hand Tool,Bipolar Forceps,0.9651,0.7087,1080,1920
test,07_1_1351,Right Hand Tool,Tweezers,0.9885,0.9885,1080,1920
test,07_1_0335,Right Hand Tool,Hook,0.9978,0.7531,1080,1920
test,04_1_1214,Left Hand Tool,Tweezers,0.9066,0.9066,1080,1920
test,07_1_1207,Left Hand Tool,Gauze,0.0,0.0,1080,1920
test,04_1_0985,Right Hand Tool,Forceps,0.9933,0.9248,1080,1920
test,07_1_0280,Right Hand Tool,Scalpel,1.0,0.7776,1080,1920
test,07_1_0926,Right Hand Tool,Scalpel,0.9933,0.9793,1080,1920
test,07_1_0150,Left Hand Tool,Gauze,0.9983,0.9983,1080,1920
test,04_1_0709,Left Hand Tool,Gauze,0.9999,0.7914,1080,1920
test,07_1_1511,Left Hand Tool,Forceps,0.9076,0.0434,1080,1920
test,04_1_1227,Left Hand Tool,Tweezers,0.9996,0.9996,1080,1920
test,04_1_1195,Left Hand Tool,Retractor,0.9807,0.9807,1080,1920
test,07_1_0278,Left Hand Tool,Gauze,0.9869,0.6018,1080,1920
test,04_1_1038,Left Hand Tool,Forceps,0.9837,0.9837,1080,1920
test,04_1_1420,Right Hand Tool,Needle Holders,0.923,0.9179,1080,1920
test,07_1_1655,Left Hand Tool,Forceps,0.9691,0.9691,1080,1920
test,04_1_1579,Right Hand Tool,Needle Holders,0.989,0.989,1080,1920
test,07_1_0285,Left Hand Tool,Gauze,0.9879,0.7893,1080,1920
test,07_1_0968,Right Hand Tool,Gauze,0.9901,0.5598,1080,1920
test,04_1_0854,Right Hand Tool,Electric Cautery,0.9933,0.9933,1080,1920
test,04_1_1241,Left Hand Tool,Retractor,0.9876,0.979,1080,1920
test,07_1_0544,Right Hand Tool,Scissors,1.0,0.9973,1080,1920
test,04_1_0774,Left Hand Tool,Retractor,0.9767,0.5644,1080,1920
test,07_1_1608,Left Hand Tool,Forceps,0.909,0.1104,1080,1920
test,07_1_1238,Left Hand Tool,Forceps,0.2487,0.2256,1080,1920
test,07_1_1413,Right Hand Tool,Scissors,0.9624,0.9601,1080,1920
test,04_1_1569,Left Hand Tool,Tweezers,0.9991,0.9991,1080,1920
test,07_1_0425,Left Hand Tool,Gauze,0.991,0.5773,1080,1920
test,04_1_0719,Two Hands Tool,Forceps,1.0,1.0,1080,1920
test,04_1_0828,Right Hand Tool,Forceps,1.0,1.0,1080,1920
test,07_1_1417,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
test,07_1_0942,Right Hand Tool,Scalpel,0.9977,0.8708,1080,1920
test,07_1_0434,Left Hand Tool,Gauze,1.0,0.931,1080,1920
test,07_1_0159,Left Hand Tool,Gauze,0.9708,0.2807,1080,1920
test,04_1_1431,Left Hand Tool,Tweezers,0.9802,0.9686,1080,1920
test,07_1_1436,Left Hand Tool,Tweezers,0.9819,0.9819,1080,1920
test,07_1_1543,Left Hand Tool,Forceps,0.9973,0.9973,1080,1920
test,07_1_0932,Right Hand Tool,Scalpel,0.9938,0.9938,1080,1920
test,05_2_0026,Left Hand Tool,Tweezers,0.9845,0.9845,1080,1920
test,07_1_0759,Right Hand Tool,Needle Holders,0.9767,0.0961,1080,1920
test,07_1_0588,Right Hand Tool,Scissors,0.9982,0.9982,1080,1920
test,07_1_0492,Left Hand Tool,Tweezers,1.0,0.9412,1080,1920
test,07_1_0981,Left Hand Tool,Gauze,1.0,1.0,1080,1920
test,07_1_1485,Left Hand Tool,Tweezers,0.9888,0.9888,1080,1920
test,04_1_1556,Left Hand Tool,Tweezers,0.9873,0.9873,1080,1920
test,04_1_1475,Left Hand Tool,Tweezers,0.9906,0.9906,1080,1920
test,07_1_1126,Right Hand Tool,Gauze,0.99,0.99,1080,1920
test,07_1_0998,Right Hand Tool,Bipolar Forceps,0.9992,0.8861,1080,1920
test,04_1_1231,Left Hand Tool,Retractor,0.9829,0.9829,1080,1920
test,07_1_1267,Left Hand Tool,Tweezers,0.9756,0.9756,1080,1920
test,07_1_0583,Right Hand Tool,Scissors,0.9813,0.9813,1080,1920
test,04_1_1424,Right Hand Tool,Needle Holders,0.9629,0.9629,1080,1920
test,07_1_1263,Right Hand Tool,Needle Holders,0.9757,0.9757,1080,1920
test,07_1_1326,Right Hand Tool,Forceps,0.001,0.001,1080,1920
test,04_1_0909,Right Hand Tool,Forceps,1.0,1.0,1080,1920
test,07_1_0948,Right Hand Tool,Scalpel,0.9854,0.9854,1080,1920
test,07_1_0709,Left Hand Tool,Tweezers,0.9751,0.9751,1080,1920
test,07_1_0308,Right Hand Tool,Scissors,0.9924,0.9876,1080,1920
test,04_1_1385,Left Hand Tool,Tweezers,0.5379,0.5379,1080,1920
test,07_1_0327,Left Hand Tool,Gauze,0.9957,0.0147,1080,1920
test,04_1_1362,Right Hand Tool,Needle Holders,0.9891,0.9832,1080,1920
test,07_1_1384,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
test,07_1_0434,Right Hand Tool,Bipolar Forceps,0.9992,0.962,1080,1920
test,07_1_1208,Left Hand Tool,Tweezers,0.0004,0.0004,1080,1920
test,07_1_0294,Right Hand Tool,Scalpel,0.9952,0.9137,1080,1920
test,04_1_0522,Left Hand Tool,Gauze,0.9942,0.9942,1080,1920
test,07_1_0716,Right Hand Tool,Scissors,0.9969,0.8808,1080,1920
test,07_1_1502,Right Hand Tool,Tweezers,0.9533,0.9533,1080,1920
test,07_1_0859,Left Hand Tool,Tweezers,0.9924,0.9924,1080,1920
test,07_1_0692,Left Hand Tool,Tweezers,0.8682,0.8007,1080,1920
test,04_1_1594,Left Hand Tool,Tweezers,0.9989,0.9989,1080,1920
test,07_1_1093,Right Hand Tool,Syringe,0.9992,0.997,1080,1920
test,07_1_0147,Left Hand Tool,Gauze,1.0,1.0,1080,1920
test,04_1_0889,Right Hand Tool,Forceps,1.0,1.0,1080,1920
test,04_1_0723,Left Hand Tool,Tweezers,0.8828,0.8646,1080,1920
test,04_1_0655,Two Hands Tool,Forceps,0.9783,0.8769,1080,1920
test,04_1_1665,Right Hand Tool,Needle Holders,0.9731,0.9731,1080,1920
test,04_1_1492,Right Hand Tool,Gauze,0.3444,0.2461,1080,1920
test,04_1_0577,Right Hand Tool,Scalpel,0.9532,0.9532,1080,1920
test,07_1_1641,Right Hand Tool,Suction Cannula,0.962,0.962,1080,1920
test,07_1_0469,Right Hand Tool,Scissors,0.9922,0.9922,1080,1920
test,07_1_1417,Right Hand Tool,Scissors,0.9537,0.9537,1080,1920
test,04_1_1442,Left Hand Tool,Tweezers,0.9982,0.9982,1080,1920
test,07_1_1037,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
test,04_1_0770,Right Hand Tool,Forceps,0.9788,0.9788,1080,1920
test,04_1_0923,Two Hands Tool,Forceps,0.9663,0.801,1080,1920
test,04_1_0693,Left Hand Tool,Forceps,0.9188,0.7847,1080,1920
test,07_1_1401,Left Hand Tool,Tweezers,0.979,0.979,1080,1920
test,04_1_1477,Right Hand Tool,Needle Holders,0.9491,0.9315,1080,1920
test,07_1_0364,Right Hand Tool,Tweezers,0.9963,0.0504,1080,1920
test,04_1_0971,Right Hand Tool,Forceps,0.9157,0.9157,1080,1920
test,04_1_0767,Two Hands Tool,Forceps,0.9974,0.9974,1080,1920
test,04_1_0973,Right Hand Tool,Forceps,0.9996,0.9996,1080,1920
test,04_1_1423,Left Hand Tool,Tweezers,0.9835,0.9835,1080,1920
test,04_1_1403,Left Hand Tool,Tweezers,0.9913,0.9913,1080,1920
test,07_1_0475,Left Hand Tool,Tweezers,0.9997,0.9997,1080,1920
test,04_1_0794,Left Hand Tool,Forceps,0.997,0.997,1080,1920
test,07_1_1545,Right Hand Tool,Forceps,0.9985,0.9821,1080,1920
test,07_1_1250,Right Hand Tool,Needle Holders,0.989,0.989,1080,1920
test,07_1_0780,Right Hand Tool,Needle Holders,0.9992,0.8111,1080,1920
test,07_1_1236,Right Hand Tool,Gauze,0.0243,0.0243,1080,1920
test,07_1_0695,Right Hand Tool,Gauze,1.0,0.9114,1080,1920
test,04_1_1046,Left Hand Tool,Gauze,0.9951,0.9951,1080,1920
test,07_1_0775,Left Hand Tool,Forceps,0.9896,0.9896,1080,1920
test,07_1_0344,Left Hand Tool,Tweezers,0.9981,0.3286,1080,1920
test,04_1_0844,Two Hands Tool,Forceps,0.9952,0.9952,1080,1920
test,07_1_0936,Left Hand Tool,Gauze,1.0,0.9978,1080,1920
test,07_1_0947,Right Hand Tool,Scalpel,0.9506,0.9506,1080,1920
test,07_1_0443,Right Hand Tool,Bipolar Forceps,0.9731,0.1053,1080,1920
test,07_1_1521,Left Hand Tool,Forceps,0.8095,0.8095,1080,1920
test,07_1_0517,Left Hand Tool,Tweezers,0.9928,0.9928,1080,1920
test,07_1_0340,Right Hand Tool,Hook,0.9998,0.7622,1080,1920
test,07_1_1555,Right Hand Tool,Forceps,0.9574,0.9574,1080,1920
test,04_1_0934,Left Hand Tool,Forceps,0.9916,0.9742,1080,1920
test,07_1_0701,Left Hand Tool,Tweezers,0.9932,0.8951,1080,1920
test,07_1_1344,Left Hand Tool,Tweezers,0.9935,0.9935,1080,1920
test,07_1_1452,Right Hand Tool,Needle Holders,0.988,0.8131,1080,1920
test,04_1_1417,Right Hand Tool,Needle Holders,0.9613,0.9586,1080,1920
test,05_2_0033,Left Hand Tool,Tweezers,0.9049,0.892,1080,1920
test,07_1_1320,Two Hands Tool,Gauze,0.0,0.0,1080,1920
test,04_1_1542,Left Hand Tool,Tweezers,0.9937,0.9937,1080,1920
test,04_1_1587,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
test,04_1_1586,Right Hand Tool,Needle Holders,0.9963,0.9963,1080,1920
test,04_1_0720,Two Hands Tool,Forceps,0.9855,0.9855,1080,1920
test,07_1_0277,Right Hand Tool,Scalpel,0.9994,0.9961,1080,1920
test,07_1_0480,Left Hand Tool,Tweezers,0.9468,0.9468,1080,1920
test,04_1_0762,Right Hand Tool,Forceps,0.9965,0.9965,1080,1920
test,07_1_1471,Left Hand Tool,Tweezers,0.9957,0.9824,1080,1920
test,07_1_1575,Left Hand Tool,Forceps,0.0974,0.0456,1080,1920
test,04_1_0731,Right Hand Tool,Forceps,0.9999,0.9904,1080,1920
test,04_1_0735,Right Hand Tool,Forceps,0.9582,0.9191,1080,1920
test,07_1_1174,Right Hand Tool,Needle Holders,0.9949,0.9949,1080,1920
test,04_1_1217,Right Hand Tool,Retractor,1.0,0.4,1080,1920
test,07_1_1154,Right Hand Tool,Needle Holders,0.9975,0.9975,1080,1920
test,04_1_1564,Left Hand Tool,Tweezers,0.9779,0.9779,1080,1920
test,04_1_0859,Right Hand Tool,Forceps,1.0,1.0,1080,1920
test,07_1_1175,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
test,07_1_1171,Left Hand Tool,Tweezers,0.999,0.8562,1080,1920
test,04_1_1204,Right Hand Tool,Electric Cautery,0.9993,0.9993,1080,1920
test,07_1_0679,Right Hand Tool,Scissors,0.9977,0.9977,1080,1920
test,07_1_0724,Right Hand Tool,Tweezers,0.9975,0.9975,1080,1920
test,05_2_0037,Two Hands Tool,Gauze,0.9964,0.8989,1080,1920
test,04_1_0757,Two Hands Tool,Forceps,0.9826,0.9826,1080,1920
test,04_1_0935,Right Hand Tool,Electric Cautery,0.9984,0.9984,1080,1920
test,04_1_1272,Left Hand Tool,Syringe,0.3672,0.3672,1080,1920
test,04_1_0657,Left Hand Tool,Forceps,0.9997,0.6663,1080,1920
test,04_1_0740,Right Hand Tool,Forceps,0.9519,0.9519,1080,1920
test,04_1_1383,Right Hand Tool,Needle Holders,0.9956,0.9956,1080,1920
test,07_1_0784,Left Hand Tool,Tweezers,1.0,0.5583,1080,1920
test,07_1_0572,Right Hand Tool,Bipolar Forceps,0.9963,0.8321,1080,1920
test,07_1_0523,Right Hand Tool,Scissors,0.9937,0.9937,1080,1920
test,04_1_1507,Left Hand Tool,Tweezers,0.9981,0.9981,1080,1920
test,04_1_1661,Left Hand Tool,Tweezers,0.9873,0.9873,1080,1920
test,04_1_1458,Right Hand Tool,Needle Holders,0.9824,0.9824,1080,1920
test,07_1_1019,Right Hand Tool,Bipolar Forceps,1.0,0.9176,1080,1920
test,07_1_1452,Left Hand Tool,Tweezers,0.9802,0.9802,1080,1920
test,05_2_0013,Left Hand Tool,Mouth Gag,0.2203,0.2203,1080,1920
test,04_1_1416,Left Hand Tool,Tweezers,1.0,0.7971,1080,1920
test,07_1_0338,Right Hand Tool,Scissors,0.9981,0.2849,1080,1920
test,04_1_1374,Left Hand Tool,Tweezers,0.9983,0.9983,1080,1920
test,04_1_1260,Left Hand Tool,Retractor,0.1191,0.1186,1080,1920
test,04_1_0541,Two Hands Tool,Syringe,1.0,1.0,1080,1920
test,07_1_0467,Right Hand Tool,Scissors,0.8675,0.8675,1080,1920
test,04_1_1187,Left Hand Tool,Retractor,0.9587,0.9587,1080,1920
test,07_1_0950,Right Hand Tool,Scalpel,0.9953,0.9828,1080,1920
test,07_1_0451,Right Hand Tool,Scissors,0.9911,0.3368,1080,1920
test,04_1_0770,Left Hand Tool,Retractor,0.9207,0.2378,1080,1920
test,04_1_1379,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
test,04_1_1377,Right Hand Tool,Needle Holders,0.9962,0.9962,1080,1920
test,04_1_1220,Left Hand Tool,Retractor,0.9987,0.9987,1080,1920
test,05_2_0078,Two Hands Tool,Mouth Gag,0.089,0.089,1080,1920
test,07_1_0175,Left Hand Tool,Gauze,1.0,0.9797,1080,1920
test,04_1_1467,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
test,04_1_1546,Left Hand Tool,Tweezers,0.9962,0.9962,1080,1920
test,04_1_0721,Right Hand Tool,Forceps,0.9949,0.9949,1080,1920
test,07_1_1443,Right Hand Tool,Needle Holders,0.9978,0.9978,1080,1920
test,07_1_0965,Left Hand Tool,Forceps,0.9535,0.9535,1080,1920
test,07_1_1237,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
test,07_1_1225,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
test,04_1_1663,Right Hand Tool,Needle Holders,0.994,0.994,1080,1920
test,07_1_1183,Left Hand Tool,Tweezers,0.9831,0.9831,1080,1920
test,07_1_0574,Left Hand Tool,Gauze,1.0,0.911,1080,1920
test,07_1_0276,Left Hand Tool,Gauze,0.9551,0.5136,1080,1920
test,04_1_1207,Right Hand Tool,Electric Cautery,0.9442,0.9442,1080,1920
test,04_1_0888,Right Hand Tool,Forceps,0.989,0.989,1080,1920
test,07_1_0955,Right Hand Tool,Forceps,0.9565,0.9565,1080,1920
test,07_1_0940,Right Hand Tool,Scalpel,0.9956,0.7329,1080,1920
test,07_1_1282,Left Hand Tool,Tweezers,0.9648,0.9648,1080,1920
test,07_1_0531,Two Hands Tool,Forceps,0.9844,0.9364,1080,1920
test,07_1_1438,Right Hand Tool,Needle Holders,0.0934,0.0934,1080,1920
test,04_1_1021,Right Hand Tool,Forceps,0.9727,0.9727,1080,1920
test,05_2_0080,Two Hands Tool,Mouth Gag,0.0023,0.0023,1080,1920
test,04_1_0773,Left Hand Tool,Gauze,0.9981,0.9803,1080,1920
test,07_1_0490,Left Hand Tool,Tweezers,0.9827,0.8252,1080,1920
test,04_1_1229,Right Hand Tool,Electric Cautery,0.9692,0.9692,1080,1920
test,07_1_1227,Left Hand Tool,Tweezers,1.0,0.9592,1080,1920
test,04_1_1520,Left Hand Tool,Tweezers,0.9999,0.9999,1080,1920
test,04_1_0758,Two Hands Tool,Forceps,1.0,1.0,1080,1920
test,04_1_0990,Two Hands Tool,Forceps,0.9985,0.9985,1080,1920
test,07_1_0169,Left Hand Tool,Gauze,0.8989,0.2318,1080,1920
test,04_1_0904,Left Hand Tool,Retractor,0.9198,0.9198,1080,1920
test,07_1_1220,Left Hand Tool,Tweezers,0.9807,0.975,1080,1920
test,04_1_0901,Left Hand Tool,Forceps,0.993,0.9813,1080,1920
test,07_1_0738,Right Hand Tool,Forceps,0.9883,0.0045,1080,1920
test,07_1_0747,Left Hand Tool,Forceps,0.9912,0.9912,1080,1920
test,07_1_0738,Left Hand Tool,Tweezers,0.9905,0.9905,1080,1920
test,04_1_0703,Right Hand Tool,Electric Cautery,1.0,1.0,1080,1920
test,05_2_0040,Left Hand Tool,Gauze,0.9924,0.8943,1080,1920
test,04_1_1199,Left Hand Tool,Retractor,0.9352,0.9352,1080,1920
test,07_1_1280,Left Hand Tool,Needle Holders,0.0,0.0,1080,1920
test,04_1_1609,Left Hand Tool,Needle Holders,0.9733,0.9733,1080,1920
test,07_1_0704,Left Hand Tool,Tweezers,0.9676,0.9344,1080,1920
test,04_1_0882,Right Hand Tool,Retractor,0.9989,0.9461,1080,1920
test,04_1_0527,Right Hand Tool,Syringe,0.989,0.989,1080,1920
test,07_1_1074,Right Hand Tool,Bipolar Forceps,0.9869,0.2412,1080,1920
